문화시설명,주소,lat,lng
BHAK,서울특별시 용산구 한남대로40길 19,37.5428868498054,127.003200910809
전쟁기념관,서울특별시 용산구 이태원로 29,37.5373140468913,126.978466063237
도산안창호 기념관,서울 강남구 도산대로 45길 20 도산안창호기념관,37.5239978,127.0356302
김희수아트센터,"서울특별시 동대문구 홍릉로 118, 김희수아트센터 1층",37.59070597134996,127.04281951646152
용산 고래이야기 작은도서관,서울특별시 용산구 효창원로 157,37.541908846157,126.961645243993
서울시립미술관 서소문본관,서울특별시 중구 덕수궁길 61,37.5641060692766,126.973699316136
국립경찰박물관,서울특별시 종로구 송월길 162,37.5720572964048,126.962196007118
국립민속박물관,서울특별시 종로구 삼청로 37,37.58167716587645,126.9790131306123
한국은행 화폐박물관,서울특별시 중구 남대문로 39,37.56204024128875,126.98055510383593
올웨이즈씨어터,서울특별시 종로구 대학로 132,37.5830954646593,127.00210331198
코리아나 화장박물관,강남구 언주로 827,37.52450167801044,127.0326935857424
윤동주문학관,서울특별시 종로구 창의문로 119(청운동),37.5920259037,126.9669236248
세곡도서관,서울특별시 강남구 밤고개로 286,37.4690492648152,127.106912529003
쌍문채움도서관,서울 도봉구 우이천로 340 쌍문채움도서관,37.6470421197696,127.026230185925
국립어린이청소년 도서관,서울 강남구 테헤란로7길 21 국립어린이청소년도서관,37.500936003783,127.029622838671
한국천주교순교자박물관,서울특별시 마포구 토정로 6,37.5441354407025,126.911793575318
호경재,서울특별시 종로구 북촌로 77-3,37.5838013264631,126.984741164219
안중근의사기념관,서울특별시 중구 소월로 91,37.5534684886426,126.980404324804
서울교육박물관,서울 종로구 북촌로5길 48 정독도서관,37.5812654545612,126.983870059299
건국대학교 새천년관대공연장,서울특별시 광진구 능동로 120 새천년관 B2,37.539182674872,127.074711902268
몽골 울란바타르 문화진흥원,서울특별시 광진구 광장로 1,37.5455494153327,127.098204726073
스튜디오블루,서울 종로구 대학로8가길 80 리트모빌딩 지하,37.5824772665454,127.003268042931
디지털 파빌리온,서울특별시 마포구 월드컵북로 396,37.5794283422818,126.889782954548
서울무형유산교육전시장,서울특별시 종로구 율곡로 10길 13,37.5769351431409,126.991104508988
마포문화원,서울 마포구 백범로 227 공덕동자치회관,37.5422338474855,126.955511259347
서울한방진흥센터,서울특별시 동대문구 약령중앙로 26,37.5806004145096,127.037586644096
갤러리비케이 이태원,서울특별시 용산구 이태원로42길 56,37.5369571346384,127.001296420098
국립현대미술관 덕수궁,서울특별시 중구 세종대로 99,37.5660868250943,126.973725785222
갤러리현대,서울 종로구 삼청로 14 갤러리현대,37.5773056844787,126.979823330741
서강대학교 박물관,서울특별시 마포구 백범로 35,37.5514693075541,126.943024997981
전기박물관,서울특별시 서초구 효령로72길 60,37.4856046634033,127.028078834421
영산양재홀,서울특별시 서초구 바우뫼로37길 45,37.4804853762882,127.038417517658
암사동선사유적박물관,서울특별시 강동구 올림픽로 875,37.5598538144,127.1308315505
언더스탠드에비뉴,서울특별시 성동구 왕십리로 63,37.5436228045917,127.043585906393
신문박물관PRESSEUM,"서울 종로구 세종대로 152 일민미술관건물 5층, 6층",37.5698677620456,126.977657083792
부암아트,서울특별시 종로구 자하문로 242,37.5957362680382,126.964114676729
김세중미술관,서울특별시 용산구 효창원로70길 35,37.5420178518731,126.963882789719
Art Space Loo,서울특별시 용산구 한강대로44길 5,37.5311348836415,126.970500533465
삼청각,서울특별시 성북구 대사관로 3,37.5972821698538,126.983526326222
금나래갤러리,서울특별시 금천구 시흥대로73길 70 금나래아트홀 1층,37.45657850809659,126.89597253576768
하늘도서관,서울 구로구 구로동로13길 68 구로구립하늘도서관,37.4873773789575,126.881350302481
송파어린이도서관,서울 송파구 올림픽로 105 어린이도서관,37.5121020708813,127.08242916877
가톨릭대학교 전례박물관,서울특별시 종로구 창경궁로 296-12 카톨릭대학교,37.58500811051911,127.00464760285244
충무로영상센터 오!재미동,서울특별시 중구 퇴계로 지하 214 (충무로역 지하1층 개찰구 안) ,37.5612890978954,126.994207448462
구의아리수문화유산,서울특별시 광진구 광나루로 571,37.5459473143709,127.09295071199
MGFS100갤러리,서울특별시 종로구 삼청로 122 1층,37.5861678210732,126.981816438846
연희문학창작촌,서울 서대문구 증가로2길 6-7,37.5716731193,126.930953809
성북선잠박물관,서울특별시 성북구 성북로 96,37.59321623050399,126.99823926525616
경향아트힐,서울 중구 정동길 3 경향신문사건물,37.5681732680976,126.969976113229
구립상림도서관,서울 은평구 진관4로 48-25 은평뉴타운상림마을,37.6442168922771,126.928943033881
두산갤러리,서울특별시 종로구 종로33길 15,37.5718123278145,127.00100010537
경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26,37.59782541765426,127.0552089479752
문래예술공장,서울특별시 영등포구 경인로88길 5-4,37.5132170259667,126.900125854302
우면산관문사,서울특별시 서초구 바우뫼로7길 111,37.4737503294487,127.022282279515
