name,lat,lng
퇴계로6가,37.56340113,127.0039011
퇴계로6가.광희동주민센터,37.56352844,127.0033758
퇴계로5가.충무초등학교,37.56238041,126.999966
퇴계로5가.중구청,37.56278042,126.9997252
국립극장.반얀트리호텔,37.55148182,127.0010947
국립극장.반얀트리호텔,37.55153396,127.0007526
청구역2번출구,37.55996006,127.0146561
청구역3번출구,37.55993038,127.0142192
동화동,37.56002447,127.0181258
동화동,37.55981268,127.0182737
백범광장,37.555737,126.980093
남대문경찰서.서울역10번출구,37.55412819,126.9738404
남대문시장앞.이회영활동터,37.56093942,126.9785804
남산케이블카.남산산책로입구,37.55526518,126.9839798
동대입구역.장충동,37.558362,127.005445
약수역10번출구,37.556256,127.009322
청계1가.광교,37.56857079,126.9833922
청계2가.삼일교,37.56784047,126.9885302
청계4가.배오개다리,37.56848437,126.9971755
청계5가.방산시장,37.56921496,127.0008266
청계6가.평화시장,37.56944119,127.0043806
청계7가.동평화.청평화시장,37.56951354,127.0138508
청계8가.영도교,37.57072592,127.0189972
신한은행본점,37.56119655,126.9755852
퇴계로2가.명동역7번출구,37.560988,126.985336
광희동.동대문역사문화공원역,37.56541133,127.0091092
버티고개,37.54780415,127.0060242
버티고개,37.54765049,127.0061899
청계3가.관수교,37.56821346,126.9929651
청계6가.오간수교,37.56948518,127.0090361
충무로역7번출구,37.56169057,126.9933889
을지로입구역.광교,37.56764926,126.9825656
청계광장,37.569011,126.978207
신당파인힐하나유보라,37.56498098,127.024856
명동입구,37.56472274,126.9824744
남산북측순환로입구,37.55069862,126.9988218
신당동삼성아파트.금호여중,37.5585545,127.0187299
신당동대우푸르지오.금호여중,37.55780783,127.0192882
황학동주민센터,37.56685562,127.0234024
신당초등학교앞,37.56448134,127.0239173
금호베스트빌.래미안하이베르,37.56164521,127.0240513
금호베스트빌.래미안하이베르,37.56225445,127.0243472
신당초등학교,37.56450284,127.0242404
방산종합시장,37.56780587,127.0019301
황학동롯데캐슬,37.57166017,127.022034
광희문.광희동사거리,37.56454992,127.008611
광희문.광희동사거리,37.56440161,127.0096779
황학동롯데캐슬,37.57081975,127.0232959
한국은행앞,37.56140811,126.97929
서울기동대.광희초등학교,37.56792221,127.0144829
동대문역사문화공원동문,37.56770075,127.0119962
서대문역사거리.농협중앙회,37.56688486,126.9679803
서울역9번출구.서울스퀘어빌딩앞,37.55534163,126.9732317
북창동.남대문시장,37.56084629,126.9769187
남산공원.구힐튼호텔,37.55636774,126.9765672
남산공원.구힐튼호텔,37.55662674,126.9767113
시청앞.덕수궁,37.56621228,126.9768356
남대문세무서.국가인권위원회,37.56508396,126.9878661
장충문화체육센터.권기옥활동터,37.5601745,127.0025921
남산1호터널,37.55740518,126.9921666
남산예장버스환승주차장,37.55974,126.989289
약수역.3.6호선,37.55330466,127.0117056
조선일보,37.56873398,126.9768831
시청역,37.566031,126.97701
서울역,37.55820126,126.9713291
숭례문앞,37.56151644,126.9762361
시청역1호선.서울시청,37.56739609,126.9773391
신당역하나은행,37.56542311,127.0215879
염천교,37.55979257,126.9711137
한국경제신문사,37.56093341,126.9679526
응봉근린공원.금호산,37.5535217,127.016919
서울방송고등학교.남산타운아파트,37.54958602,127.0124098
서울방송고등학교.남산타운아파트,37.54961194,127.0122784
중구청소년센터.남산타운2상가,37.55165491,127.0127512
중구청소년센터.남산타운2상가,37.55190274,127.0121656
약수시장.남산타운동문,37.55173322,127.01085
약수지구대,37.5528411,127.0119578
남대문시장,37.56142846,126.9793973
을지로입구역롯데호텔,37.56580472,126.9803053
소공동웨스틴조선호텔,37.56451783,126.9796461
서울광장,37.565352,126.978885
광화문코리아나호텔,37.56840139,126.9769075
서소문KAL빌딩,37.56333874,126.9743183
동국대입구.앰배서더호텔,37.55977171,127.0026102
광화문,37.568799,126.9769068
시청.덕수궁,37.566254,126.976921
바비엥스위트,37.56510899,126.9676373
서울역,37.55781956,126.9728596
명동역.세종호텔,37.56108601,126.9864493
충무로역.호텔피제이,37.56171802,126.9955605
남대문시장,37.56096738,126.9787309
이비스엠버서더호텔,37.56435343,126.9823877
프레이저플레이스,37.56284768,126.9692683
아카시아호텔.웨스턴코업레지던스,37.56655061,127.0034787
을지로코업레지던스,37.56623336,127.0053975
토요코인호텔.이비스버젯호텔,37.56459135,127.0089473
약수역,37.55378896,127.0098978
남산밀레니엄힐튼호텔,37.55546657,126.9759753
서울역,37.5580158,126.9720457
숭례문라마다&스위트호텔,37.56061096,126.9720685
시청역더플라자호텔,37.564836,126.978066
시청.서울신문사,37.56829932,126.9773647
프레이저플레이스남대문,37.561376,126.9762666
프레이저플레이스남대문,37.56106678,126.9755366
동대문역사문화공원,37.56538519,127.0092451
광희동더스프라지르서울동대문,37.56473333,127.0075553
동대문디자인플라자DDP,37.56785291,127.0092138
베이튼호텔,37.56499932,127.0026364
광화문,37.56894357,126.9768853
덕수궁,37.566106,126.976925
남대문시장,37.56092315,126.9753967
명동,37.56075833,126.9856195
남산골한옥마을,37.56099506,126.9924384
앰버서더호텔,37.5604635,127.0026254
신라호텔,37.5583034,127.0054272
동대문디자인플라자.동대문시장,37.5668754,127.0085549
서울역,37.553928,126.972535
동대문디자인프라자,37.56776256,127.0091304
방산.중부시장,37.56685688,126.9994423
을지로3가,37.56653491,126.9923256
을지로입구,37.56613096,126.9810013
명동입구,37.56415262,126.9823016
신당동중앙시장,37.56575532,127.0194166
남산오르미,37.55819405,126.9831349
한강대교북단.LG유플러스,37.52404994,126.963121
한강대교북단.LG유플러스,37.52430606,126.9631848
신용산역,37.527293,126.966207
신용산역,37.52792049,126.9666192
용산우체국,37.53149701,126.970235
용산우체국,37.53205037,126.9705641
삼각지역,37.53518014,126.9736858
삼각지역,37.5359845,126.9741609
숙대입구역,37.54329563,126.9725378
숙대입구역,37.54375602,126.9722321
갈월동,37.5509756,126.9722373
갈월동,37.54953372,126.9717082
남영역.민주화운동기념관,37.54200692,126.9719272
남영역.민주화운동기념관,37.541823,126.972069
신용산역3번출구,37.52888957,126.9673498
서울드래곤시티,37.53215669,126.9630604
용산역3번출구.용산차고지,37.53180791,126.9642146
한강대교북단,37.52496899,126.9635707
서계동.서울역공항철도15번출구,37.5524743,126.9693405
서계동,37.5516705,126.969222
청파동,37.54899162,126.970122
청파시장,37.54867903,126.9698626
숙대입구역.청파동주민센터,37.54538125,126.9707772
숙대입구역.청파동주민센터,37.54548616,126.9704189
남영역.민주화운동기념관,37.540813,126.971032
남영역.민주화운동기념관,37.54057027,126.9706761
용산전자상가17동,37.53377926,126.9660271
용산전자상가19동,37.53351349,126.9657072
용산전자상가10동,37.5332725,126.9619641
