school_name,type,lat,lng
서울학동초등학교,초등학교,37.51226106,127.0395978
서일중학교,중학교,37.49852986,127.0232207
송곡여자고등학교,고등학교,37.60668904,127.1051455
서울대치초등학교,초등학교,37.49127807,127.0621964
서울문영여자고등학교,고등학교,37.47290457,126.9509181
건국대학교사범대학부속중학교,중학교,37.54172407,127.0815971
세화여자고등학교,고등학교,37.50199646,126.99423
서울흑석초등학교,초등학교,37.50829272,126.9651701
서울혜화초등학교,초등학교,37.58863443,127.0002536
수송중학교,중학교,37.63680065,127.0339176
혜원여자고등학교,고등학교,37.59327987,127.0970427
서울오금초등학교,초등학교,37.50886634,127.1323312
광운인공지능고등학교,고등학교,37.61923977,127.0565452
서울공릉초등학교,초등학교,37.61861443,127.0746314
서울신길초등학교,초등학교,37.51087166,126.9267292
서울공덕초등학교,초등학교,37.54580335,126.9548231
고명중학교,중학교,37.59767468,127.0191869
중계중학교,중학교,37.65563822,127.0752409
은성중학교,중학교,37.48837857,127.0352324
서울이수초등학교,초등학교,37.47837133,126.9844171
북서울중학교,중학교,37.68154186,127.0428342
서울망우초등학교,초등학교,37.59873698,127.1038418
서울길원초등학교,초등학교,37.60906464,127.0167996
세종과학고등학교,고등학교,37.4975694,126.8273517
서울원효초등학교,초등학교,37.53616126,126.9515453
한영외국어고등학교,고등학교,37.54914056,127.1577731
서울동작초등학교,초등학교,37.49410161,126.9765088
서문여자고등학교,고등학교,37.48891973,126.9845458
천왕중학교,중학교,37.48265442,126.8373336
배화여자고등학교,고등학교,37.57954401,126.9672919
서울영중초등학교,초등학교,37.5241433,126.9036955
진관고등학교,고등학교,37.64333857,126.9243825
서울동원초등학교,초등학교,37.60457824,127.1044913
화곡고등학교,고등학교,37.54793611,126.8315357
성남중학교,중학교,37.50528157,126.9266153
서울신현초등학교,초등학교,37.60581459,127.0935852
서울신창초등학교,초등학교,37.63659186,127.0420843
숭실중학교,중학교,37.59327482,126.9024039
방학중학교,중학교,37.66546957,127.030859
서울삼릉초등학교,초등학교,37.51325992,127.0469495
청담중학교,중학교,37.52865979,127.0448101
서울정곡초등학교,초등학교,37.57695491,126.8189328
서울장안초등학교,초등학교,37.54987645,127.0724025
서울서이초등학교,초등학교,37.49156467,127.025618
대원여자고등학교,고등학교,37.56249619,127.0894052
서울태랑초등학교,초등학교,37.62625056,127.0906031
서울행림초등학교,초등학교,37.48280761,126.9649643
서울청룡초등학교,초등학교,37.47672527,126.9512057
광영고등학교,고등학교,37.5371981,126.8232759
선일여자중학교,중학교,37.62030421,126.9119931
서울구일초등학교,초등학교,37.49319187,126.8734727
광영여자고등학교,고등학교,37.5371981,126.8232464
서울신양초등학교,초등학교,37.53462395,127.0699953
서울포이초등학교,초등학교,37.47591562,127.0525106
서울증산초등학교,초등학교,37.58256527,126.9042764
서울남성초등학교,초등학교,37.48459498,126.9754874
서울갈산초등학교,초등학교,37.51237156,126.8702299
은평고등학교,고등학교,37.60984462,126.9057368
구의중학교,중학교,37.5428503,127.0788404
서울길동초등학교,초등학교,37.5385062,127.1449729
서울신남초등학교,초등학교,37.51652866,126.8447962
서울창도초등학교,초등학교,37.66413487,127.048784
신상중학교,중학교,37.65190308,127.0639869
상경중학교,중학교,37.66714877,127.0537053
서울석계초등학교,초등학교,37.60881368,127.0697321
개원중학교,중학교,37.49163975,127.0714157
수명중학교,중학교,37.54856699,126.8240596
남강고등학교,고등학교,37.47137567,126.9249091
신연중학교,중학교,37.58271543,126.9398364
배문중학교,중학교,37.54991872,126.9639041
덕원중학교,중학교,37.54862258,126.8290245
경희여자중학교,중학교,37.59394914,127.054891
충암고등학교,고등학교,37.58464029,126.9218095
영서중학교,중학교,37.48911393,126.8956154
구로중학교,중학교,37.49485972,126.8910999
성남고등학교,고등학교,37.50528157,126.9266153
서울종암초등학교,초등학교,37.58230741,127.0318564
서울율현초등학교,초등학교,37.47451551,127.1082848
영란여자중학교,중학교,37.6031324,127.1053324
명지중학교,중학교,37.58491135,126.9270902
대광중학교,중학교,37.57795467,127.0253235
서울영도초등학교,초등학교,37.53596257,126.871927
서울남정초등학교,초등학교,37.53567383,126.9648037
서울누원초등학교,초등학교,37.68723271,127.0492672
청운중학교,중학교,37.58916985,126.9710959
서울연희초등학교,초등학교,37.56904593,126.9341423
서울양진초등학교,초등학교,37.54457517,127.0983249
대진고등학교,고등학교,37.63780685,127.07609
천호중학교,중학교,37.54651926,127.139698
한양대학교사범대학부속고등학교,고등학교,37.56191884,127.042324
서울숭례초등학교,초등학교,37.59452119,127.0352972
재현고등학교,고등학교,37.66129064,127.0807998
신정여자중학교,중학교,37.53838143,126.8570622
서울유현초등학교,초등학교,37.63234717,127.011421
리라아트고등학교,고등학교,37.55711546,126.988252
불암중학교,중학교,37.64573547,127.0734572
상봉중학교,중학교,37.60152799,127.0901246
경기여자고등학교,고등학교,37.48691516,127.065453
서울경일초등학교,초등학교,37.5409419,127.0466051
서울진관초등학교,초등학교,37.64543483,126.9292124
서울용강초등학교,초등학교,37.54910215,126.9440443
상암고등학교,고등학교,37.58138322,126.8833945
서울목운초등학교,초등학교,37.52700952,126.8730442
서울신북초등학교,초등학교,37.57110496,126.9053603
영동고등학교,고등학교,37.52138901,127.0437393
명덕외국어고등학교,고등학교,37.55394399,126.8342914
선일초등학교,초등학교,37.62030421,126.9119931
서울개포초등학교,초등학교,37.48662512,127.070767
배명고등학교,고등학교,37.4976895,127.0958118
보성여자중학교,중학교,37.54308154,126.9842842
삼성중학교,중학교,37.4676059,126.9425132
서울방배초등학교,초등학교,37.4867641,126.9871924
등원중학교,중학교,37.55971763,126.8516806
서울삼정초등학교,초등학교,37.58050843,126.8104937
서울덕의초등학교,초등학교,37.50605683,126.857346
동명생활경영고등학교,고등학교,37.61441879,126.9228204
서울화계초등학교,초등학교,37.62388498,127.0297162
번동중학교,중학교,37.63244533,127.0362077
서울방이초등학교,초등학교,37.51343915,127.1204994
서울본동초등학교,초등학교,37.50992508,126.9538508
서울개화초등학교,초등학교,37.57394373,126.8046464
서울대진초등학교,초등학교,37.49701211,127.0780425
서울방화초등학교,초등학교,37.56870373,126.8074982
신목중학교,중학교,37.53702399,126.8730725
장승중학교,중학교,37.50314858,126.940834
서울용산초등학교,초등학교,37.53561344,126.9725506
광장중학교,중학교,37.54717752,127.1019276
숭문고등학교,고등학교,37.55087275,126.9457596
한성고등학교,고등학교,37.55909644,126.9544615
성동공업고등학교,고등학교,37.56936315,127.0172917
서울강신초등학교,초등학교,37.54209971,126.8295837
광성고등학교,고등학교,37.54869756,126.9359696
서울매헌초등학교,초등학교,37.47126248,127.0420698
선정고등학교,고등학교,37.61870451,126.9090316
서울정수초등학교,초등학교,37.60377489,127.0077189
중앙여자고등학교,고등학교,37.56317672,126.9540593
선덕중학교,중학교,37.65634868,127.0268766
자양중학교,중학교,37.53539805,127.074384
방이중학교,중학교,37.51501058,127.1132445
서울송원초등학교,초등학교,37.55415927,127.0695262
보인고등학교,고등학교,37.4975692,127.1395178
예림디자인고등학교,고등학교,37.50035507,126.827683
서울등현초등학교,초등학교,37.56145118,126.8475984
서울불암초등학교,초등학교,37.65078442,127.0806018
신광여자중학교,중학교,37.54289988,126.9694475
서울개롱초등학교,초등학교,37.49736261,127.1398881
서울남산초등학교,초등학교,37.55978374,126.9867556
서울풍납초등학교,초등학교,37.53440483,127.1172037
서울효제초등학교,초등학교,37.57268283,127.003491
문정고등학교,고등학교,37.4851785,127.1266921
서울신은초등학교,초등학교,37.51391281,126.8321696
서울공업고등학교,고등학교,37.50190126,126.9223834
서울신화초등학교,초등학교,37.63319504,127.0408842
서울자양초등학교,초등학교,37.53698824,127.0797396
서울면목초등학교,초등학교,37.5906966,127.0872878
서울대현초등학교,초등학교,37.50372159,127.0635654
진선여자고등학교,고등학교,37.50230289,127.0482866
경복여자고등학교,고등학교,37.55782183,126.8505957
서울교육대학교부설초등학교,초등학교,37.49074049,127.0154245
한국삼육고등학교,고등학교,37.64335737,127.1088503
이화여자고등학교,고등학교,37.56617664,126.9713244
서울중광초등학교,초등학교,37.56524214,127.082693
중앙대학교사범대학부속초등학교,초등학교,37.50545264,126.9596777
서울용암초등학교,초등학교,37.54455872,126.9889455
서울청덕초등학교,초등학교,37.61203173,127.0003334
서울문영여자중학교,중학교,37.47290457,126.9509181
성암국제무역고등학교,고등학교,37.62041353,127.0239059
서울웹툰애니메이션고등학교,고등학교,37.46972182,126.9883284
서울초당초등학교,초등학교,37.65862783,127.0219562
강신중학교,중학교,37.51513716,126.8381601
한양공업고등학교,고등학교,37.5658716,127.0114433
서울인왕초등학교,초등학교,37.59023007,126.9448045
서울가동초등학교,초등학교,37.49741227,127.1300159
서울군자초등학교,초등학교,37.56412232,127.0605233
서울금양초등학교,초등학교,37.54094231,126.9618319
보성중학교,중학교,37.52008989,127.1357293
서울문교초등학교,초등학교,37.46672027,126.9088159
운현초등학교,초등학교,37.57663053,126.9881575
서울대학교사범대학부설여자중학교,중학교,37.5775997,127.0042955
서울외국어고등학교,고등학교,37.64578079,127.0515087
서울언주초등학교,초등학교,37.486322,127.036793
서울월촌초등학교,초등학교,37.54069543,126.876258
서울청구초등학교,초등학교,37.55911668,127.0137244
서울한서초등학교,초등학교,37.55364783,126.9497788
유한공업고등학교,고등학교,37.48791416,126.8232907
하나고등학교,고등학교,37.64163759,126.9369302
언남중학교,중학교,37.47240137,127.0442813
서울신월초등학교,초등학교,37.54036551,126.8394555
서울문화고등학교,고등학교,37.66413143,127.0472858
가산중학교,중학교,37.46877706,126.8944749
서울신석초등학교,초등학교,37.54453582,126.9377793
금천고등학교,고등학교,37.44480673,126.9049018
성재중학교,중학교,37.56944938,126.8452953
서울신가초등학교,초등학교,37.5003628,127.1198778
미림여자고등학교,고등학교,37.4661018,126.9319279
경서중학교,중학교,37.56124186,126.857764
서울공항초등학교,초등학교,37.56302167,126.8216459
서울구현초등학교,초등학교,37.60984462,126.9057958
서울대길초등학교,초등학교,37.49811236,126.9131739
서울인헌초등학교,초등학교,37.47675499,126.9598639
영일고등학교,고등학교,37.54728726,126.8620589
서울공연예술고등학교,고등학교,37.49993066,126.8326087
서울신미림초등학교,초등학교,37.50714192,126.8795527
서울미래초등학교,초등학교,37.50510665,126.8880137
서울로봇고등학교,고등학교,37.48073174,127.0845761
삼각산중학교,중학교,37.61614897,127.0145684
서울상곡초등학교,초등학교,37.66290401,127.0620747
영신간호비즈니스고등학교,고등학교,37.65245208,127.083205
서울신구초등학교,초등학교,37.52336057,127.0239924
서울연가초등학교,초등학교,37.5795632,126.9173292
양정중학교,중학교,37.53538402,126.8877343
서울은정초등학교,초등학교,37.51112797,126.8670434
서울상원초등학교,초등학교,37.66763033,127.0597173
서울우암초등학교,초등학교,37.47229555,127.0237234
서울신도림초등학교,초등학교,37.51198439,126.8832546
중랑중학교,중학교,37.60535089,127.0807928
창동고등학교,고등학교,37.65103577,127.0388191
양서중학교,중학교,37.53262929,126.8291351
서울대은초등학교,초등학교,37.61236712,126.9258698
수도전기공업고등학교,고등학교,37.48493754,127.0644787
서울묵동초등학교,초등학교,37.60335949,127.0808272
미래산업과학고등학교,고등학교,37.65877948,127.0784407
서울성서초등학교,초등학교,37.56059575,126.9109242
신목고등학교,고등학교,37.51290943,126.8736069
충암중학교,중학교,37.58464029,126.9218095
서울양천초등학교,초등학교,37.57018817,126.8395397
서울방송고등학교,고등학교,37.54777448,127.0110373
유석초등학교,초등학교,37.56080588,126.8537249
서울삼일초등학교,초등학교,37.48823549,126.9751016
서울성원초등학교,초등학교,37.56698252,126.9050853
동명여자중학교,중학교,37.56861542,126.9622529
용산중학교,중학교,37.54600281,126.9809763
서울응봉초등학교,초등학교,37.55025339,127.0338297
서울오류남초등학교,초등학교,37.48968652,126.8391127
서울탑산초등학교,초등학교,37.56701719,126.8523683
서울잠현초등학교,초등학교,37.52258587,127.1047786
서울홍은초등학교,초등학교,37.59754027,126.949458
서울이태원초등학교,초등학교,37.53647771,126.9876727
서울잠전초등학교,초등학교,37.50733791,127.0838499
서울고척초등학교,초등학교,37.50094829,126.8569791
서울송중초등학교,초등학교,37.61700008,127.0314657
용문중학교,중학교,37.58869033,127.0246608
서서울생활과학고등학교,고등학교,37.50382919,126.8282007
서울문현초등학교,초등학교,37.48279092,127.1302223
장위중학교,중학교,37.61129251,127.0408411
서울고등학교,고등학교,37.48429306,127.0049019
서울체육중학교,중학교,37.52233038,127.1298226
서울풍성초등학교,초등학교,37.52629486,127.1134884
경성중학교,중학교,37.56351064,126.9191663
대신고등학교,고등학교,37.57312377,126.9612545
휘경중학교,중학교,37.58709299,127.0617461
관악고등학교,고등학교,37.52179166,126.8829505
서울예술고등학교,고등학교,37.60575682,126.9678907
서울연촌초등학교,초등학교,37.63441465,127.0725113
도곡중학교,중학교,37.49230771,127.0452179
서울양남초등학교,초등학교,37.53112324,127.0892343
서울석촌초등학교,초등학교,37.50263063,127.1052122
고려대학교사범대학부속중학교,중학교,37.60783857,127.0028302
녹천중학교,중학교,37.63108361,127.0617375
서울여자중학교,중학교,37.5477805,126.94907
대청중학교,중학교,37.49043056,127.0583501
서울압구정초등학교,초등학교,37.53173911,127.0308441
노원중학교,중학교,37.64936114,127.059692
서울강일초등학교,초등학교,37.56525568,127.1772858
서울영본초등학교,초등학교,37.51129869,126.9486724
정의여자고등학교,고등학교,37.65335584,127.0324273
예일여자중학교,중학교,37.6109459,126.9147928
서울디자인고등학교,고등학교,37.54670177,126.9469053
서울수명초등학교,초등학교,37.55277267,126.8238445
배재고등학교,고등학교,37.55505939,127.1502473
서울장충초등학교,초등학교,37.55991095,127.0117048
서울동호초등학교,초등학교,37.54646244,127.0100328
예일여자고등학교,고등학교,37.6109459,126.9147928
경일중학교,중학교,37.54382982,127.0478683
가재울중학교,중학교,37.57517186,126.9099537
중동중학교,중학교,37.48851679,127.078612
매원초등학교,초등학교,37.59767468,127.0191869
서울장위초등학교,초등학교,37.61144251,127.0500064
역삼중학교,중학교,37.49593388,127.0488444
서울봉화초등학교,초등학교,37.61357623,127.0924085
남대문중학교,중학교,37.61865113,127.0551517
숭문중학교,중학교,37.55089081,126.9457689
국립국악고등학교,고등학교,37.4762308,127.0514732
서울동교초등학교,초등학교,37.55862448,126.9024006
서울신상계초등학교,초등학교,37.66751782,127.0758263
서울화일초등학교,초등학교,37.54072601,126.8474076
서울노원초등학교,초등학교,37.67359347,127.0584544
서울안평초등학교,초등학교,37.56596821,127.0720334
서울후암초등학교,초등학교,37.55136541,126.9817243
진관중학교,중학교,37.64425564,126.9257277
서울고산초등학교,초등학교,37.49897255,126.8647727
서울계남초등학교,초등학교,37.51016776,126.8600159
서울구로초등학교,초등학교,37.49746187,126.8865543
동원중학교,중학교,37.60380725,127.1094981
한성여자고등학교,고등학교,37.5830649,127.0117841
서울경동초등학교,초등학교,37.5438253,127.050074
서울서교초등학교,초등학교,37.55488903,126.9243787
서울북성초등학교,초등학교,37.55963212,126.9518349
서울창원초등학교,초등학교,37.65264409,127.0399799
서울신정고등학교,고등학교,37.53838143,126.8570622
세곡중학교,중학교,37.47198073,127.0918862
서울월정초등학교,초등학교,37.53499419,126.8362936
서울반원초등학교,초등학교,37.510312,127.0040536
대치중학교,중학교,37.48457751,127.0470652
신현고등학교,고등학교,37.60524904,127.0929499
서울목원초등학교,초등학교,37.54291947,126.8824459
경수중학교,중학교,37.53950904,127.0592712
서울우이초등학교,초등학교,37.63865468,127.0148822
서울녹천초등학교,초등학교,37.6285066,127.0631172
영신고등학교,고등학교,37.49810094,126.909739
서울백석초등학교,초등학교,37.55364765,126.8624258
태릉중학교,중학교,37.61253191,127.0834355
서울삼양초등학교,초등학교,37.62329558,127.0161491
서울우장초등학교,초등학교,37.54963819,126.8459842
상명고등학교,고등학교,37.64954781,127.0680416
서울시흥초등학교,초등학교,37.45534062,126.9046393
서울지향초등학교,초등학교,37.51283768,126.8370238
서연중학교,중학교,37.56822527,126.9273336
서울명덕초등학교,초등학교,37.55676233,127.1450815
서울중흥초등학교,초등학교,37.60167188,127.0841422
서울쌍문초등학교,초등학교,37.64836383,127.0242911
동성중학교,중학교,37.58496996,127.0030976
서울문창초등학교,초등학교,37.48898483,126.9148407
충암초등학교,초등학교,37.58464029,126.9218095
서울마장초등학교,초등학교,37.56830949,127.042128
풍성중학교,중학교,37.52543858,127.1128839
면목고등학교,고등학교,37.58466341,127.0972706
한양초등학교,초등학교,37.55762103,127.0502634
성일중학교,중학교,37.58185023,127.0338291
중화중학교,중학교,37.58450379,127.0945608
청원고등학교,고등학교,37.66525155,127.0625329
대원고등학교,고등학교,37.56249279,127.0894374
서초고등학교,고등학교,37.48961169,127.0053782
서울신대림초등학교,초등학교,37.49215682,126.9058543
노일중학교,중학교,37.67260103,127.0535508
구룡중학교,중학교,37.48615258,127.056121
신방학중학교,중학교,37.66414043,127.028899
서울대청초등학교,초등학교,37.4931481,127.0877673
서울대왕초등학교,초등학교,37.46462117,127.1055912
진선여자중학교,중학교,37.50232303,127.0482866
서울창신초등학교,초등학교,37.57621147,127.0142837
마곡중학교,중학교,37.56790712,126.8214009
개웅중학교,중학교,37.4875269,126.8510711
예일초등학교,초등학교,37.6109459,126.9147928
서울송전초등학교,초등학교,37.50881326,127.0951265
백암고등학교,고등학교,37.51219626,126.844377
성사중학교,중학교,37.5680911,126.912683
서울상경초등학교,초등학교,37.67050507,127.0516742
서울연천초등학교,초등학교,37.62134929,126.9299179
서울길음초등학교,초등학교,37.61363115,127.01666
서울매그넷고등학교,고등학교,37.45193626,126.9158199
서울중대초등학교,초등학교,37.4998119,127.1136055
창덕여자중학교,중학교,37.5664328,126.9692102
서울온수초등학교,초등학교,37.49400506,126.8259667
송곡관광고등학교,고등학교,37.60668904,127.1051455
서울개웅초등학교,초등학교,37.48857132,126.8499823
서울금북초등학교,초등학교,37.55749549,127.0235067
서울동신초등학교,초등학교,37.58328787,127.017058
효문고등학교,고등학교,37.65269871,127.0184005
영락중학교,중학교,37.5969603,126.9251334
경신고등학교,고등학교,37.59222582,126.999531
서울백운초등학교,초등학교,37.65264151,127.0136725
홍익대학교사범대학부속여자고등학교,고등학교,37.55964474,126.9132084
성덕여자중학교,중학교,37.54996367,127.1419039
신창중학교,중학교,37.6285588,127.0474776
휘경공업고등학교,고등학교,37.58521558,127.0697283
이화여자대학교사범대학부속초등학교,초등학교,37.56115022,126.9427504
서울사근초등학교,초등학교,37.562685,127.047545
신광초등학교,초등학교,37.54289988,126.9694475
서울강명초등학교,초등학교,37.55470604,127.1733624
세일중학교,중학교,37.47459441,126.8953689
광운초등학교,초등학교,37.61865113,127.0551517
마포고등학교,고등학교,37.55998867,126.8531334
여의도중학교,중학교,37.5239802,126.9357531
경복초등학교,초등학교,37.54982961,127.0867934
정의여자중학교,중학교,37.65335584,127.0324273
서울도성초등학교,초등학교,37.50146201,127.0488722
보인중학교,중학교,37.4975692,127.1395178
서울서강초등학교,초등학교,37.54869715,126.9268512
덕수중학교,중학교,37.56557957,126.9969973
길음중학교,중학교,37.61409036,127.0174557
인창중학교,중학교,37.56488513,126.9640232
영등포고등학교,고등학교,37.5080846,126.9331435
서울송례초등학교,초등학교,37.4778913,127.1384402
중경고등학교,고등학교,37.5176804,126.9756383
보성여자고등학교,고등학교,37.54308154,126.9842996
양진중학교,중학교,37.54457517,127.0983485
신서중학교,중학교,37.51596644,126.8550164
삼각산고등학교,고등학교,37.61628573,127.0201333
서울동명초등학교,초등학교,37.56812285,127.0351082
성심여자고등학교,고등학교,37.53420937,126.9545934
무학여자고등학교,고등학교,37.55762633,127.0338809
서울숭덕초등학교,초등학교,37.6038198,127.013291
선린중학교,중학교,37.54296872,126.9649361
서울삼전초등학교,초등학교,37.50169984,127.0932689
서울양전초등학교,초등학교,37.49028284,127.0694253
불암고등학교,고등학교,37.64915853,127.0803058
연서중학교,중학교,37.58704446,126.9092766
한양중학교,중학교,37.5658716,127.0114433
서울홍연초등학교,초등학교,37.58211871,126.9306604
경기기계공업고등학교,고등학교,37.63224005,127.0749285
상문고등학교,고등학교,37.47975543,127.0039168
대방중학교,중학교,37.49543678,126.9130162
청량중학교,중학교,37.58821921,127.0506225
서울영신초등학교,초등학교,37.51017196,126.9181917
화곡중학교,중학교,37.5484056,126.8326573
서울은빛초등학교,초등학교,37.64153447,126.921856
신도고등학교,고등학교,37.62913251,126.9187486
서울충무초등학교,초등학교,37.56194948,127.0012351
서울서초초등학교,초등학교,37.49904877,127.0248915
염광중학교,중학교,37.6302165,127.0492646
구일중학교,중학교,37.49530091,126.8737702
서울세종고등학교,고등학교,37.49038935,127.1027968
서울오봉초등학교,초등학교,37.67175795,127.040259
서울등명초등학교,초등학교,37.56089445,126.8423822
상현중학교,중학교,37.49398955,126.9603433
서울삼각산초등학교,초등학교,37.61614897,127.0145684
영락의료과학고등학교,고등학교,37.47658804,126.9454164
불광중학교,중학교,37.62320355,126.9321291
서울북가좌초등학교,초등학교,37.57722021,126.9077782
배재중학교,중학교,37.55505939,127.1502473
서울경수초등학교,초등학교,37.53950904,127.0592712
수락중학교,중학교,37.68314469,127.0548083
서울개일초등학교,초등학교,37.48621414,127.0577406
신도봉중학교,중학교,37.64959473,127.0332017
성보중학교,중학교,37.48072837,126.9209573
서울무학초등학교,초등학교,37.56327474,127.0296135
양강중학교,중학교,37.52491016,126.849688
아현중학교,중학교,37.55640071,126.9565
월촌중학교,중학교,37.53706518,126.8827588
동일중학교,중학교,37.45193626,126.9158199
선화예술고등학교,고등학교,37.5509798,127.0870952
서울연신초등학교,초등학교,37.62605996,126.9277513
영등포여자고등학교,고등학교,37.51538845,126.9153563
효문중학교,중학교,37.65269871,127.0184005
서울홍릉초등학교,초등학교,37.59068752,127.0477051
상암중학교,중학교,37.57905692,126.8875508
영동일고등학교,고등학교,37.51003447,127.089867
잠실여자중학교,중학교,37.50177714,127.1142413
명지초등학교,초등학교,37.58362994,126.9282315
서울강월초등학교,초등학교,37.51634172,126.8334319
이화여자외국어고등학교,고등학교,37.56557732,126.9696417
장충고등학교,고등학교,37.5535149,127.006415
송례중학교,중학교,37.47783301,127.1397415
수명고등학교,고등학교,37.54976186,126.8247662
서울아이티고등학교,고등학교,37.64241844,127.0624493
서울홍파초등학교,초등학교,37.58622252,127.0395199
서울위례별초등학교,초등학교,37.47908713,127.1450416
한성중학교,중학교,37.55909644,126.9544565
서울국제고등학교,고등학교,37.59179115,126.9954907
성원중학교,중학교,37.53945182,127.0513835
서울안암초등학교,초등학교,37.5871587,127.0220989
미성중학교,중학교,37.47538281,126.9120889
서울염창초등학교,초등학교,37.55322614,126.8676002
서울서일초등학교,초등학교,37.48529778,127.0221598
숙명여자고등학교,고등학교,37.49147536,127.0526126
서울염경초등학교,초등학교,37.55500067,126.8712046
서울신정초등학교,초등학교,37.53207171,126.8523579
서울우면초등학교,초등학교,37.46471047,127.0237894
서울상도초등학교,초등학교,37.50034777,126.9372288
마포중학교,중학교,37.55998867,126.8531334
숭의여자중학교,중학교,37.50736414,126.9292433
서울고명초등학교,초등학교,37.55297253,127.1474362
서울양강초등학교,초등학교,37.52423449,126.8478515
이화여자대학교병설미디어고등학교,고등학교,37.6031324,127.1053324
동일여자고등학교,고등학교,37.45193626,126.9158199
서울노일초등학교,초등학교,37.67375444,127.0549667
중앙고등학교,고등학교,37.58378822,126.9874726
서울평화초등학교,초등학교,37.49156712,127.1228237
강동중학교,중학교,37.56965025,127.177836
서울발산초등학교,초등학교,37.55026244,126.8309944
서울내발산초등학교,초등학교,37.55088255,126.8381642
휘문중학교,중학교,37.50528945,127.0619841
명일중학교,중학교,37.55759545,127.1472905
서울잠신초등학교,초등학교,37.51411407,127.0879435
화곡보건경영고등학교,고등학교,37.5484056,126.8326573
서울고원초등학교,초등학교,37.49761122,126.8657993
공릉중학교,중학교,37.62222778,127.0836019
한서고등학교,고등학교,37.5747927,126.8081439
서울구산초등학교,초등학교,37.61275096,126.9093765
서울신봉초등학교,초등학교,37.48557635,126.9493909
양동중학교,중학교,37.54836875,126.8687172
마장중학교,중학교,37.56830949,127.042128
구산중학교,중학교,37.60987202,126.9094887
서울휘경초등학교,초등학교,37.58573583,127.0582142
신서고등학교,고등학교,37.52391432,126.8602096
신암중학교,중학교,37.55636169,127.1336043
서울문래초등학교,초등학교,37.51914038,126.8936057
서울남명초등학교,초등학교,37.515684,126.8540837
서울중동초등학교,초등학교,37.56641061,126.9117752
송곡여자중학교,중학교,37.60668904,127.1051455
구현고등학교,고등학교,37.50220279,126.8744458
서울치현초등학교,초등학교,37.57591915,126.8146456
광희중학교,중학교,37.55115453,127.03398
서울용답초등학교,초등학교,37.56073011,127.0537608
장훈고등학교,고등학교,37.51334559,126.9162285
자운고등학교,고등학교,37.65902067,127.0506763
서울성일초등학교,초등학교,37.52970924,127.1284083
증산중학교,중학교,37.58344275,126.9041567
중앙여자중학교,중학교,37.56317672,126.9540593
용강중학교,중학교,37.52157693,126.9754853
영등포중학교,중학교,37.5080846,126.9331435
서울대학교사범대학부설초등학교,초등학교,37.5775997,127.0042955
서울마포초등학교,초등학교,37.53860225,126.949816
염경중학교,중학교,37.55453781,126.8705292
창동중학교,중학교,37.66322957,127.0489975
서울재동초등학교,초등학교,37.58002991,126.9851778
백운중학교,중학교,37.65640592,127.0359041
서울상일초등학교,초등학교,37.54757217,127.1726635
솔샘고등학교,고등학교,37.62366717,127.0121354
신진과학기술고등학교,고등학교,37.59871385,126.9188364
상일여자고등학교,고등학교,37.54858748,127.1708235
서울동자초등학교,초등학교,37.53505821,127.0721792
서울선사초등학교,초등학교,37.55584691,127.128196
대림중학교,중학교,37.49231887,126.9074673
상일미디어고등학교,고등학교,37.54858748,127.1708235
서울의료보건고등학교,고등학교,37.55729809,126.9667727
성내중학교,중학교,37.52906191,127.1291173
서울개봉초등학교,초등학교,37.48952491,126.857976
청원여자고등학교,고등학교,37.66525155,127.0625329
화랑초등학교,초등학교,37.62878266,127.0889915
서울방산초등학교,초등학교,37.50955532,127.1210892
선린인터넷고등학교,고등학교,37.54296872,126.9649361
성보고등학교,고등학교,37.48072837,126.9209573
서울선린초등학교,초등학교,37.52976012,127.145594
서울조원초등학교,초등학교,37.48417783,126.909581
선일빅데이터고등학교,고등학교,37.62033713,126.9119931
서울전동초등학교,초등학교,37.57908329,127.0608053
대왕중학교,중학교,37.48346033,127.0873381
서울휘봉초등학교,초등학교,37.58567641,127.0700416
서울영서초등학교,초등학교,37.48896082,126.8955833
서울덕암초등학교,초등학교,37.6666212,127.0814598
잠신중학교,중학교,37.51613937,127.087802
서울동답초등학교,초등학교,37.57150142,127.0640341
대원외국어고등학교,고등학교,37.56249279,127.0894374
광남고등학교,고등학교,37.54151472,127.1012139
청량고등학교,고등학교,37.588886,127.051311
성암여자중학교,중학교,37.62041353,127.0239059
잠일고등학교,고등학교,37.514521,127.0825552
서울태릉초등학교,초등학교,37.62310241,127.0850589
양정고등학교,고등학교,37.53539226,126.8877343
면목중학교,중학교,37.58321586,127.0963033
영동중학교,중학교,37.46598629,127.0251408
구암고등학교,고등학교,37.49244195,126.949625
서울북한산초등학교,초등학교,37.65363208,126.9504624
광남중학교,중학교,37.54083041,127.1016205
배화여자중학교,중학교,37.57954401,126.9672919
혜원여자중학교,중학교,37.59327987,127.0970427
석관중학교,중학교,37.60814014,127.0667131
인창고등학교,고등학교,37.56488513,126.9640232
신도중학교,중학교,37.63298366,126.9308787
서울인수초등학교,초등학교,37.64305053,127.0091358
대영중학교,중학교,37.50343784,126.905208
서울계상초등학교,초등학교,37.66219777,127.0686777
신일고등학교,고등학교,37.62796722,127.0284031
태강삼육초등학교,초등학교,37.64335737,127.1088503
서울한산초등학교,초등학교,37.52869458,127.141077
여의도고등학교,고등학교,37.52505101,126.9342192
